type,yearpublished,minplayers,maxplayers,playingtime,minage,users_rated,average_rating,bayes_average_rating,total_traders,total_wanters,total_wishers,average_weight
1,2003.0,2.0,8.0,20.0,10.0,160,6.57434,5.69641,25,6,21,1.52
1,2009.0,2.0,5.0,45.0,8.0,293,6.20724,5.6961,44,10,43,2.0882
1,2012.0,3.0,5.0,30.0,11.0,111,6.88198,5.6961,15,30,92,2.2222
1,2013.0,2.0,4.0,60.0,10.0,150,6.645,5.69608,24,18,101,2.2222
1,2006.0,2.0,2.0,90.0,0.0,315,6.11054,5.69606,73,20,61,1.8462
1,1987.0,2.0,4.0,120.0,12.0,170,6.57529,5.69585,26,11,20,3.1667
1,2013.0,3.0,4.0,90.0,12.0,233,6.38713,5.69581,42,17,142,2.5
1,2010.0,2.0,5.0,25.0,8.0,259,6.23135,5.69574,14,6,25,1.5217
1,2012.0,2.0,5.0,120.0,14.0,136,6.76034,5.69571,17,25,92,3.3333
1,2014.0,2.0,5.0,15.0,10.0,410,6.03171,5.69566,147,5,23,1.2703
1,2004.0,2.0,4.0,30.0,12.0,1086,5.82974,5.69564,306,7,51,2.027
1,2003.0,2.0,2.0,60.0,13.0,258,6.35605,5.69562,59,20,26,2.3714
1,2012.0,1.0,7.0,20.0,0.0,715,5.8775,5.69562,78,44,181,1.8644
1,550.0,2.0,2.0,20.0,10.0,172,6.51657,5.69559,3,0,15,2.1429
1,2013.0,2.0,6.0,25.0,8.0,448,6.01574,5.69559,8,10,63,1.2973
1,2003.0,2.0,5.0,20.0,6.0,425,6.03798,5.69552,77,19,64,1.2462
1,1980.0,0.0,0.0,60.0,12.0,97,7.26907,5.69546,7,30,39,3.3636
1,1997.0,1.0,2.0,180.0,12.0,82,7.4872,5.69531,11,7,17,4.0
1,1992.0,2.0,8.0,30.0,18.0,221,6.45317,5.69519,55,7,15,1.8889
1,2013.0,2.0,2.0,60.0,13.0,83,7.69458,5.69517,13,17,82,2.3889
1,1999.0,2.0,2.0,30.0,12.0,78,8.00641,5.69517,0,39,117,3.1429
1,2012.0,2.0,4.0,45.0,14.0,129,6.7686,5.69509,42,49,193,2.1875
1,1974.0,2.0,5.0,360.0,16.0,96,7.32083,5.69506,7,20,24,3.1
1,2012.0,2.0,4.0,60.0,12.0,208,6.32111,5.69503,66,15,68,2.3182
1,2013.0,2.0,2.0,25.0,12.0,89,8.04607,5.69493,2,5,24,1.5833
1,2003.0,2.0,4.0,45.0,10.0,248,6.25444,5.6948,32,12,43,1.8333
1,2014.0,1.0,6.0,60.0,8.0,149,6.6943,5.6948,22,18,112,2.1111
1,2011.0,3.0,5.0,120.0,10.0,120,7.15125,5.69468,30,13,63,2.3125
1,2014.0,2.0,4.0,35.0,13.0,133,6.85564,5.69464,7,10,48,2.5714
1,2001.0,2.0,10.0,45.0,8.0,214,6.36262,5.69456,20,7,17,1.7813
1,1994.0,3.0,4.0,45.0,10.0,337,6.11406,5.6945,47,22,29,2.0
1,1999.0,3.0,5.0,45.0,12.0,492,5.98303,5.69436,81,6,30,2.0244
1,2013.0,2.0,4.0,150.0,14.0,106,7.75849,5.69431,11,15,100,2.8
1,2014.0,3.0,5.0,60.0,8.0,163,6.51656,5.69428,10,15,51,2.0526
1,2008.0,1.0,4.0,15.0,8.0,196,6.37605,5.69381,9,10,37,1.3333
1,1996.0,2.0,2.0,180.0,12.0,132,6.76098,5.69376,12,6,10,3.3529
1,2003.0,2.0,5.0,60.0,12.0,334,6.15344,5.69374,22,13,30,1.6154
1,2005.0,1.0,2.0,90.0,12.0,103,7.0166,5.69359,24,13,35,2.8095
1,2002.0,2.0,2.0,60.0,8.0,307,6.20033,5.69354,15,47,168,2.6053
1,2009.0,2.0,2.0,0.0,12.0,141,6.80923,5.69332,31,11,60,2.8684
1,2003.0,2.0,4.0,20.0,8.0,433,6.00356,5.69331,35,11,42,1.9057
1,1997.0,2.0,4.0,45.0,12.0,313,6.12077,5.6933,24,13,18,1.9615
1,2003.0,2.0,6.0,45.0,10.0,378,6.06412,5.69323,49,22,45,1.8
1,2013.0,3.0,5.0,60.0,12.0,123,6.97537,5.69315,4,25,97,3.3
1,1997.0,2.0,8.0,60.0,12.0,237,6.33523,5.69305,34,30,36,2.6897
1,2013.0,2.0,10.0,15.0,6.0,207,6.3785,5.693,6,9,67,1.0833
1,2008.0,2.0,2.0,45.0,0.0,99,7.05303,5.69271,9,22,42,2.0476
1,2008.0,2.0,4.0,60.0,12.0,412,6.02772,5.69263,109,32,117,2.587
1,1989.0,4.0,10.0,60.0,0.0,85,7.28353,5.69262,3,4,7,1.2857
1,2006.0,4.0,12.0,45.0,18.0,240,6.29138,5.69251,28,2,12,1.1667
1,2002.0,3.0,7.0,45.0,10.0,351,6.08376,5.69238,39,16,42,1.5577
1,2000.0,2.0,8.0,120.0,8.0,144,6.65604,5.69224,7,31,52,1.9545
1,2012.0,3.0,5.0,60.0,10.0,235,6.31745,5.69222,21,22,85,2.4483
1,2008.0,2.0,4.0,15.0,5.0,87,7.2477,5.69219,4,29,63,1.0
1,2008.0,2.0,2.0,30.0,8.0,249,6.22735,5.69187,14,28,72,1.4595
1,2008.0,2.0,4.0,60.0,10.0,306,6.15474,5.69178,52,21,92,2.0909
1,1974.0,1.0,2.0,180.0,12.0,114,6.93333,5.69171,24,7,15,3.48
1,2013.0,3.0,6.0,20.0,0.0,133,6.68571,5.69157,11,33,106,1.4286
1,1989.0,2.0,6.0,120.0,14.0,253,6.25929,5.69151,37,21,38,3.069
1,2010.0,2.0,4.0,120.0,14.0,137,6.65401,5.69111,11,65,162,4.037
1,2014.0,3.0,4.0,25.0,10.0,87,7.16575,5.6911,2,61,194,1.6667
1,2012.0,2.0,4.0,15.0,10.0,192,6.44026,5.6911,12,14,42,1.5263
1,1995.0,2.0,4.0,15.0,6.0,454,6.01194,5.69109,59,12,46,1.6286
1,2009.0,2.0,5.0,60.0,12.0,135,6.74615,5.69098,10,11,49,2.0
1,2006.0,1.0,4.0,25.0,8.0,217,6.37834,5.69095,28,33,73,1.5
1,2014.0,2.0,6.0,20.0,8.0,178,6.41938,5.69092,3,23,70,1.25
1,2012.0,3.0,8.0,15.0,10.0,128,6.72422,5.69089,3,2,15,1.4167
1,2011.0,2.0,4.0,20.0,6.0,150,6.53733,5.69067,11,27,71,1.1333
1,1997.0,2.0,5.0,30.0,12.0,74,7.63041,5.69066,6,34,59,3.7778
1,2011.0,2.0,2.0,15.0,8.0,140,6.63769,5.69062,17,18,40,1.1429
1,2001.0,2.0,6.0,45.0,8.0,477,5.97851,5.69058,52,10,30,1.125
1,2007.0,2.0,2.0,10.0,8.0,231,6.2671,5.69023,10,12,50,1.7727
1,2001.0,1.0,6.0,90.0,8.0,198,6.41679,5.69021,21,21,48,2.0714
1,1993.0,2.0,2.0,120.0,12.0,164,6.48341,5.69019,22,23,41,2.4615
1,2004.0,2.0,4.0,60.0,8.0,463,5.97536,5.69018,93,15,40,2.3571
1,2000.0,2.0,4.0,180.0,12.0,228,6.33202,5.69012,33,31,69,2.6154
1,1998.0,2.0,4.0,60.0,10.0,369,6.11461,5.69009,28,13,24,1.5152
1,2011.0,2.0,8.0,30.0,8.0,151,6.65861,5.68981,6,48,179,1.2
1,2005.0,3.0,5.0,20.0,10.0,393,6.02692,5.68965,74,8,32,1.7333
1,2011.0,2.0,7.0,20.0,10.0,345,6.11136,5.68965,69,10,59,1.32
1,1998.0,3.0,5.0,30.0,7.0,382,6.01024,5.68956,29,14,31,1.0755
1,2007.0,2.0,12.0,180.0,10.0,72,7.54167,5.68926,1,10,53,2.8571
1,1980.0,2.0,2.0,240.0,0.0,105,6.93733,5.68909,21,11,13,3.1364
1,2010.0,4.0,10.0,30.0,12.0,81,7.3037,5.68887,1,27,67,1.125
1,2006.0,2.0,999.0,1.0,6.0,153,6.54807,5.68882,7,23,67,1.0
1,2012.0,2.0,0.0,0.0,0.0,72,7.88333,5.68874,4,10,46,3.4444
1,2002.0,2.0,8.0,240.0,14.0,231,6.3471,5.68868,40,15,37,2.4737
1,2012.0,3.0,6.0,30.0,12.0,107,6.99252,5.68864,2,5,28,1.5714
1,1981.0,2.0,2.0,1200.0,12.0,160,6.59394,5.68852,25,6,13,3.125
1,2014.0,2.0,4.0,60.0,12.0,84,7.3756,5.68839,4,28,107,2.5833
1,2011.0,3.0,5.0,20.0,10.0,158,6.48576,5.68817,4,48,99,2.3333
1,2014.0,2.0,4.0,20.0,10.0,156,6.51686,5.6881,22,19,50,1.1875
1,2012.0,2.0,2.0,25.0,13.0,108,6.85387,5.68801,17,18,62,2.1111
1,2004.0,2.0,2.0,360.0,12.0,65,8.00769,5.688,4,34,66,3.5714
1,1993.0,2.0,2.0,360.0,12.0,114,6.93158,5.68799,33,10,25,3.4667
1,2006.0,2.0,5.0,80.0,10.0,267,6.16522,5.68795,33,22,50,2.4324
1,1970.0,2.0,4.0,60.0,10.0,288,6.16425,5.68795,76,15,56,2.4286
1,2009.0,2.0,5.0,45.0,10.0,237,6.21654,5.68791,11,16,49,1.9355
1,2010.0,2.0,6.0,60.0,0.0,112,6.87946,5.68789,6,14,22,2.8
1,1993.0,1.0,2.0,240.0,12.0,123,6.70171,5.68788,27,6,16,2.7813
1,2002.0,2.0,2.0,240.0,12.0,90,7.12444,5.68775,21,21,41,3.2308
1,1997.0,2.0,2.0,60.0,10.0,176,6.49744,5.6877,24,5,31,3.5909
1,2009.0,2.0,2.0,240.0,11.0,159,6.53711,5.68757,36,16,51,3.1053
1,1993.0,2.0,6.0,60.0,10.0,494,6.10368,5.68735,135,47,115,2.3478
1,2013.0,1.0,6.0,60.0,13.0,172,6.48634,5.68707,13,22,83,2.3077
1,1979.0,2.0,2.0,180.0,16.0,99,7.10101,5.68683,6,9,27,3.0455
1,1995.0,1.0,2.0,180.0,12.0,147,6.57109,5.68674,7,25,38,2.6087
1,2014.0,2.0,6.0,60.0,13.0,281,6.17941,5.68671,88,24,130,3.2727
1,2013.0,2.0,4.0,30.0,10.0,149,6.59226,5.68664,35,11,47,1.2
1,2013.0,1.0,1.0,15.0,12.0,117,6.76709,5.68637,3,29,71,1.5556
1,1987.0,2.0,2.0,240.0,12.0,97,7.07732,5.68618,9,23,36,2.6154
1,2009.0,2.0,2.0,60.0,14.0,73,7.41918,5.6861,3,6,13,3.0625
1,2005.0,2.0,2.0,20.0,12.0,142,6.67746,5.68603,21,27,85,1.913
1,2013.0,2.0,5.0,30.0,9.0,341,6.17883,5.68589,24,33,147,1.3125
1,1980.0,2.0,8.0,60.0,12.0,82,7.42134,5.6858,5,21,28,3.75
1,1998.0,3.0,6.0,120.0,12.0,101,6.89406,5.68577,11,14,25,3.1429
1,2012.0,1.0,2.0,0.0,0.0,48,8.88542,5.68573,0,35,80,4.2222
1,1997.0,3.0,4.0,60.0,21.0,71,7.58317,5.68571,6,40,60,2.6667
1,2011.0,2.0,0.0,240.0,0.0,64,8.13125,5.68571,2,2,16,2.6471
1,2015.0,1.0,5.0,45.0,13.0,66,7.83864,5.68548,2,29,173,1.9167
1,2006.0,2.0,2.0,40.0,11.0,104,7.05769,5.68538,4,27,67,2.5556
1,2011.0,2.0,6.0,45.0,10.0,172,6.48198,5.68513,17,16,79,1.625
1,1981.0,1.0,4.0,120.0,0.0,109,6.86835,5.68502,18,13,41,3.3
1,2006.0,2.0,4.0,15.0,7.0,208,6.2878,5.68484,13,25,47,1.2917
1,1993.0,3.0,16.0,45.0,12.0,429,6.0662,5.68476,15,1,10,1.1739
1,2002.0,2.0,2.0,60.0,12.0,84,7.46131,5.68455,5,4,10,2.5882
1,2012.0,2.0,5.0,15.0,8.0,242,6.25124,5.68451,4,13,34,1.1333
1,1990.0,2.0,2.0,120.0,12.0,90,7.28944,5.68449,17,8,20,2.3571
1,1977.0,2.0,2.0,40.0,7.0,116,6.84741,5.68443,12,6,26,2.2857
1,2012.0,2.0,6.0,60.0,15.0,178,6.47669,5.68441,6,1,19,1.7895
1,2013.0,2.0,4.0,15.0,8.0,177,6.48768,5.68422,12,5,16,1.4211
1,2005.0,2.0,4.0,10.0,5.0,102,6.89608,5.68412,2,71,135,1.0
1,2000.0,2.0,7.0,60.0,12.0,188,6.34681,5.68408,42,10,26,2.125
1,2002.0,1.0,2.0,240.0,15.0,71,7.4007,5.68404,14,11,30,3.8182
1,2010.0,2.0,6.0,30.0,8.0,213,6.27469,5.68395,11,47,68,1.2105
1,2015.0,3.0,5.0,60.0,0.0,73,7.50781,5.68395,1,41,168,2.25
1,2009.0,2.0,2.0,120.0,0.0,57,7.82105,5.68394,7,24,31,2.5
1,2012.0,2.0,4.0,90.0,10.0,121,6.78926,5.68391,20,19,59,1.9375
1,2015.0,2.0,2.0,30.0,0.0,63,7.91746,5.68386,6,32,152,2.9474
1,2014.0,1.0,6.0,480.0,0.0,82,7.33366,5.68371,4,61,189,2.3846
1,1999.0,2.0,2.0,240.0,12.0,101,7.06535,5.68369,5,14,41,3.1579
1,1992.0,2.0,5.0,180.0,12.0,107,6.92112,5.68357,21,31,59,2.9333
1,2015.0,2.0,5.0,30.0,8.0,71,7.49014,5.68316,2,62,243,1.8333
1,2008.0,2.0,5.0,40.0,12.0,347,6.0513,5.68316,97,8,42,2.0426
1,1987.0,1.0,2.0,0.0,12.0,88,7.2983,5.68301,17,7,14,3.7333
1,2010.0,2.0,2.0,45.0,12.0,111,6.96463,5.68298,18,3,16,1.8148
1,2011.0,2.0,5.0,10.0,8.0,176,6.44506,5.68298,1,3,13,1.0
1,2012.0,3.0,4.0,40.0,13.0,110,6.85091,5.68295,6,34,153,3.0
1,2010.0,2.0,4.0,30.0,10.0,159,6.53019,5.68291,74,20,84,2.6
1,1990.0,4.0,6.0,30.0,10.0,139,6.61331,5.68282,6,15,20,1.8333
1,2004.0,2.0,5.0,60.0,14.0,555,5.99724,5.68279,46,9,50,1.4127
1,2002.0,2.0,6.0,120.0,12.0,75,7.81467,5.68279,2,6,19,2.9412
1,2015.0,3.0,5.0,30.0,14.0,103,7.03505,5.68274,7,21,93,1.75
1,2006.0,4.0,30.0,20.0,10.0,183,6.36011,5.68267,26,8,33,1.0714
1,2005.0,2.0,4.0,60.0,8.0,179,6.51397,5.68266,30,8,21,2.4688
1,2010.0,2.0,2.0,13.0,10.0,68,7.78309,5.68261,0,5,28,2.8
1,2002.0,1.0,2.0,180.0,12.0,139,6.57914,5.68245,12,16,41,2.8462
1,2006.0,2.0,6.0,180.0,10.0,997,5.88434,5.68219,114,31,159,2.7667
1,2005.0,3.0,6.0,30.0,12.0,193,6.39275,5.68218,29,8,24,1.5
1,2011.0,2.0,4.0,120.0,12.0,106,6.94245,5.68217,2,32,93,3.5
1,1425.0,2.0,5.0,30.0,0.0,84,7.26464,5.68213,0,1,11,3.4444
1,2010.0,2.0,2.0,0.0,0.0,69,7.78986,5.68201,3,13,22,2.5333
1,2012.0,2.0,15.0,2.0,12.0,227,6.27621,5.68195,20,9,42,1.0
1,2004.0,2.0,2.0,30.0,12.0,305,6.10606,5.6819,37,5,28,1.8438
1,2011.0,2.0,6.0,30.0,8.0,180,6.54056,5.68164,17,4,33,1.6
1,2009.0,2.0,5.0,30.0,10.0,180,6.37622,5.68153,20,27,66,1.95
1,2011.0,2.0,5.0,45.0,10.0,147,6.53966,5.68145,13,57,145,2.5333
1,2010.0,2.0,8.0,30.0,8.0,101,6.98436,5.68143,9,8,27,1.1667
1,2000.0,2.0,8.0,45.0,12.0,76,7.29211,5.68136,12,17,50,2.7143
1,2001.0,2.0,6.0,60.0,10.0,93,7.14086,5.68136,0,5,44,3.2941
1,2006.0,2.0,4.0,60.0,9.0,62,7.875,5.6813,0,168,286,3.0
1,2014.0,1.0,7.0,30.0,8.0,80,7.28188,5.68129,0,61,130,1.75
1,2014.0,2.0,2.0,30.0,13.0,91,7.02967,5.68125,17,28,63,2.1111
1,1958.0,2.0,9.0,20.0,7.0,220,6.31864,5.68122,30,4,21,1.6923
1,2006.0,2.0,5.0,30.0,10.0,789,5.84751,5.6812,85,22,91,1.75
1,1990.0,2.0,3.0,300.0,14.0,419,6.10029,5.68111,44,62,85,2.6341
1,1975.0,2.0,7.0,20.0,7.0,891,5.89307,5.68104,53,20,55,1.2286
1,2014.0,3.0,6.0,20.0,10.0,129,6.66783,5.68084,4,21,79,1.4444
1,2014.0,2.0,4.0,60.0,13.0,156,6.55412,5.68065,18,47,254,2.5
1,2004.0,2.0,2.0,120.0,12.0,64,7.63273,5.68064,4,12,37,3.5385
1,1800.0,2.0,6.0,30.0,8.0,205,6.32556,5.68064,0,0,9,1.6296
1,2013.0,1.0,8.0,30.0,12.0,163,6.82086,5.68056,42,28,166,3.7308
1,1997.0,2.0,2.0,180.0,0.0,70,7.63571,5.68048,12,10,26,3.5625
1,2014.0,2.0,5.0,45.0,15.0,101,7.03292,5.68047,5,16,37,2.2
1,2010.0,3.0,8.0,20.0,8.0,140,6.55857,5.68039,5,11,31,1.0
1,1991.0,2.0,4.0,40.0,8.0,333,6.04105,5.68022,83,13,54,1.1111
1,1989.0,2.0,2.0,180.0,12.0,98,7.00867,5.68008,27,7,20,2.3
1,2014.0,2.0,6.0,50.0,8.0,261,6.22981,5.68008,25,25,158,1.963
1,2015.0,2.0,4.0,60.0,14.0,88,7.375,5.68007,6,35,120,2.75
1,2011.0,2.0,4.0,20.0,7.0,576,5.94908,5.68,54,33,116,1.0238
1,2015.0,1.0,4.0,120.0,14.0,61,7.74852,5.67999,5,52,150,3.3571
1,2002.0,2.0,3.0,120.0,12.0,345,6.06742,5.67987,115,13,34,2.7742
1,1998.0,2.0,6.0,20.0,10.0,607,5.90321,5.67978,44,27,46,1.4355
1,2011.0,2.0,5.0,45.0,10.0,336,6.07149,5.67975,29,18,64,1.8235
1,2010.0,2.0,6.0,20.0,12.0,211,6.28009,5.67935,13,11,45,1.4762
1,1994.0,4.0,5.0,300.0,0.0,124,6.69315,5.67934,8,17,45,3.0
1,1986.0,2.0,8.0,300.0,12.0,337,6.16187,5.67929,46,30,68,4.3667
1,2009.0,2.0,8.0,20.0,4.0,160,6.48969,5.67928,6,7,40,1.1579
1,2013.0,1.0,4.0,15.0,13.0,246,6.19602,5.67907,17,8,65,1.2941
1,1995.0,2.0,5.0,60.0,12.0,151,6.49934,5.67904,9,15,22,2.4167
1,2013.0,1.0,4.0,120.0,14.0,60,8.44583,5.67899,10,17,70,3.8571
1,2004.0,2.0,8.0,120.0,12.0,131,6.67672,5.67887,16,6,24,2.6667
1,1994.0,2.0,5.0,60.0,12.0,188,6.34415,5.67887,28,22,33,2.3462
1,2005.0,1.0,7.0,240.0,0.0,116,6.73017,5.67866,3,37,61,4.0625
1,2008.0,3.0,5.0,30.0,9.0,287,6.15953,5.67864,28,10,36,1.6154
1,2006.0,3.0,5.0,30.0,8.0,320,6.03597,5.67856,28,8,23,1.6341
1,2004.0,2.0,2.0,30.0,8.0,194,6.33902,5.67853,54,10,54,2.16
1,2000.0,2.0,8.0,15.0,10.0,130,6.78446,5.67843,25,13,8,2.5909
1,2013.0,2.0,5.0,90.0,18.0,90,7.19622,5.67843,2,91,197,2.5
1,2012.0,2.0,4.0,60.0,10.0,88,7.07295,5.6783,16,6,52,2.875
1,2009.0,2.0,5.0,30.0,10.0,205,6.27024,5.67827,13,38,118,2.0385
1,1985.0,2.0,2.0,360.0,0.0,61,8.0082,5.67825,8,27,39,3.6471
1,2011.0,2.0,4.0,50.0,13.0,121,6.88992,5.67823,26,26,88,2.2
1,2004.0,2.0,4.0,10.0,6.0,182,6.3739,5.67819,7,3,18,1.4444
1,2011.0,3.0,7.0,30.0,8.0,241,6.17033,5.67817,9,19,45,1.0
1,2013.0,2.0,5.0,60.0,13.0,119,6.91933,5.67816,9,26,70,2.0714
1,2011.0,2.0,2.0,120.0,12.0,71,7.44199,5.67809,4,38,72,2.0
1,1993.0,2.0,6.0,30.0,8.0,161,6.42466,5.67809,27,6,17,1.4762
1,1994.0,1.0,4.0,360.0,12.0,105,7.04429,5.67804,27,6,24,3.4762
1,2015.0,2.0,5.0,30.0,8.0,77,7.27662,5.67789,6,54,160,1.4444
1,2009.0,2.0,5.0,30.0,8.0,212,6.33278,5.67787,22,12,45,1.5217
1,2005.0,2.0,4.0,45.0,10.0,207,6.27803,5.67781,28,25,54,1.931
1,1998.0,2.0,4.0,20.0,4.0,310,6.13032,5.67752,27,14,43,1.119
1,2007.0,2.0,5.0,75.0,12.0,205,6.26372,5.67748,20,28,88,2.7407
1,1997.0,2.0,2.0,10.0,6.0,428,5.96834,5.67731,45,33,108,1.1224
1,2001.0,3.0,4.0,20.0,10.0,343,6.03262,5.67715,76,5,11,1.2414
1,2009.0,2.0,2.0,300.0,12.0,131,6.73855,5.67692,28,20,77,3.36
1,2001.0,2.0,5.0,60.0,12.0,204,6.27182,5.67684,39,28,35,2.92
1,1991.0,2.0,2.0,240.0,0.0,71,7.52817,5.6767,6,12,20,3.2
1,2011.0,2.0,2.0,60.0,10.0,61,7.76721,5.67655,12,16,30,1.7273
1,2008.0,2.0,6.0,90.0,10.0,117,6.77521,5.67641,15,21,53,1.8065
1,2006.0,3.0,5.0,60.0,10.0,264,6.21648,5.67631,50,2,15,1.8333
1,2014.0,2.0,4.0,30.0,14.0,247,6.18154,5.67622,32,37,172,2.0
1,1994.0,2.0,5.0,45.0,12.0,286,6.14301,5.67614,70,10,10,2.3636
1,2007.0,2.0,5.0,60.0,10.0,328,6.03259,5.67597,59,12,41,2.6098
1,2010.0,2.0,2.0,30.0,5.0,111,7.09081,5.67595,2,3,5,1.2083
1,2011.0,3.0,5.0,30.0,6.0,230,6.26617,5.67592,15,48,141,1.7143
1,2014.0,2.0,5.0,90.0,12.0,68,7.64853,5.67575,6,34,115,2.25
1,1976.0,2.0,5.0,240.0,12.0,156,6.49647,5.67564,16,36,54,3.2
1,2014.0,1.0,4.0,30.0,8.0,83,7.09277,5.67563,11,16,20,2.25
1,2012.0,4.0,8.0,45.0,13.0,253,6.16364,5.67549,22,10,78,1.381
1,1996.0,1.0,2.0,360.0,12.0,85,7.38624,5.67544,6,16,23,4.087
1,2014.0,2.0,8.0,60.0,12.0,69,7.48899,5.67543,7,5,38,2.8333
1,2003.0,2.0,6.0,30.0,13.0,280,6.18845,5.67536,32,10,32,1.28
1,2012.0,2.0,4.0,10.0,7.0,407,6.00209,5.67535,13,10,35,1.05
1,2003.0,2.0,2.0,30.0,10.0,136,6.66324,5.67535,19,36,61,2.1053
1,1983.0,1.0,6.0,180.0,0.0,93,6.97312,5.67526,10,57,108,2.5833
1,2008.0,3.0,7.0,45.0,14.0,340,6.02559,5.67503,35,47,156,2.1034
1,2010.0,1.0,2.0,120.0,0.0,81,7.23519,5.67483,13,19,38,2.45
1,2000.0,2.0,4.0,90.0,10.0,128,6.60352,5.67459,13,14,27,2.6667
1,2011.0,3.0,4.0,15.0,10.0,230,6.19739,5.67458,4,43,110,2.0625
1,1980.0,1.0,4.0,45.0,7.0,263,6.11749,5.67457,27,64,105,1.9355
1,2001.0,2.0,4.0,30.0,10.0,354,6.03107,5.67443,63,12,18,2.5714
1,2011.0,2.0,5.0,60.0,14.0,128,6.92633,5.67426,5,11,33,1.9091
1,2015.0,1.0,4.0,45.0,14.0,58,7.74224,5.67414,1,69,266,2.4
1,2010.0,2.0,6.0,30.0,12.0,90,6.94251,5.67398,22,8,31,2.1538
1,2006.0,2.0,6.0,20.0,12.0,171,6.60743,5.6739,34,10,28,2.7576
1,2001.0,0.0,0.0,360.0,12.0,81,7.35802,5.67389,7,8,43,4.3182
1,1991.0,2.0,4.0,360.0,12.0,130,6.82769,5.67386,30,6,20,4.0976
1,2011.0,2.0,4.0,15.0,4.0,72,7.38333,5.67385,0,43,82,1.1429
1,2004.0,1.0,4.0,60.0,10.0,108,7.0412,5.67383,1,10,44,1.9333
1,1980.0,2.0,2.0,120.0,12.0,135,6.66593,5.67371,26,14,19,3.25
1,1993.0,1.0,2.0,300.0,12.0,117,6.79658,5.67362,18,9,23,2.96
1,1995.0,2.0,2.0,360.0,12.0,121,6.72149,5.67347,17,8,15,3.7727
1,1990.0,2.0,2.0,45.0,12.0,226,6.38628,5.67342,14,77,107,2.6786
1,2002.0,3.0,20.0,30.0,12.0,151,6.70728,5.67338,3,0,13,1.2857
1,1994.0,2.0,2.0,60.0,12.0,140,6.53893,5.67308,36,15,21,2.3478
1,1984.0,2.0,2.0,240.0,14.0,124,6.67742,5.67307,17,11,22,2.3846
1,2014.0,2.0,2.0,60.0,12.0,80,7.96625,5.67306,2,18,94,2.6111
1,1978.0,2.0,2.0,240.0,14.0,196,6.30204,5.67298,37,6,14,3.2941
1,2007.0,2.0,5.0,45.0,8.0,322,6.06932,5.67294,41,8,28,1.2619
1,2007.0,2.0,4.0,90.0,10.0,417,5.97049,5.67277,117,6,45,2.8182
1,2004.0,1.0,2.0,30.0,10.0,812,5.83565,5.67266,116,28,121,1.4386
1,2011.0,2.0,3.0,15.0,8.0,326,6.06564,5.67256,19,14,27,1.3478
1,2003.0,2.0,4.0,90.0,12.0,311,6.10219,5.6723,69,7,20,2.0488
1,2014.0,3.0,5.0,45.0,8.0,133,6.63955,5.67228,10,18,61,2.5
1,2013.0,3.0,5.0,20.0,14.0,187,6.28877,5.67217,19,26,83,2.1667
1,2006.0,2.0,2.0,180.0,12.0,64,7.91466,5.67208,5,21,38,4.0714
1,1993.0,2.0,2.0,360.0,14.0,96,6.92812,5.67189,21,5,10,3.619
1,1962.0,2.0,2.0,45.0,10.0,317,6.06151,5.67186,60,40,47,1.75
1,2011.0,0.0,2.0,0.0,0.0,75,7.42733,5.67176,8,22,54,2.8
1,2015.0,2.0,5.0,90.0,14.0,80,7.8675,5.67175,0,3,21,2.5333
1,1998.0,2.0,5.0,45.0,9.0,228,6.18026,5.67168,35,12,22,2.2273
1,2007.0,2.0,2.0,0.0,0.0,61,7.79016,5.6716,7,19,28,3.4167
1,1994.0,2.0,2.0,60.0,12.0,135,6.55889,5.67145,15,21,30,2.1429
1,2002.0,2.0,4.0,60.0,10.0,227,6.3149,5.6714,18,42,67,2.2
1,2007.0,2.0,10.0,10.0,12.0,1573,5.7988,5.67118,69,53,282,1.0857
1,1985.0,2.0,6.0,120.0,12.0,357,6.04367,5.67114,47,57,98,2.0968
1,1973.0,1.0,2.0,30.0,8.0,69,7.9558,5.67095,6,17,17,2.7
1,1988.0,2.0,2.0,20.0,10.0,156,6.54295,5.67086,22,15,20,1.7778
1,2012.0,3.0,4.0,90.0,12.0,139,6.50719,5.67085,32,17,74,3.0
1,2012.0,3.0,4.0,60.0,13.0,553,5.91741,5.67084,53,39,155,1.9516
1,1988.0,2.0,6.0,120.0,10.0,133,6.63609,5.67083,24,33,62,2.2857
1,2013.0,2.0,4.0,45.0,10.0,234,6.18803,5.6708,41,31,135,1.9677
1,2002.0,2.0,4.0,45.0,8.0,328,6.09128,5.67073,92,7,37,1.5667
1,2013.0,2.0,4.0,120.0,12.0,117,6.93675,5.67072,11,10,48,3.25
1,2007.0,4.0,10.0,30.0,12.0,99,6.91111,5.67071,3,4,14,1.0
1,2004.0,3.0,6.0,30.0,12.0,134,6.49866,5.67066,9,7,16,1.05
1,1986.0,2.0,2.0,360.0,12.0,109,6.82294,5.67064,30,2,16,3.2273
1,1998.0,2.0,2.0,60.0,12.0,220,6.23136,5.67059,36,13,35,3.0
1,2013.0,2.0,5.0,120.0,13.0,315,6.20708,5.67049,46,28,165,3.1395
1,1995.0,2.0,3.0,180.0,12.0,80,7.40125,5.67046,6,10,18,3.7222
1,2007.0,3.0,6.0,180.0,12.0,51,7.98726,5.67,1,55,110,3.0
1,2014.0,1.0,6.0,15.0,12.0,105,7.02048,5.66999,10,16,124,1.8
